#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
284,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.3,,"Jensen, C.","Walsh, J.",T9,4-10,3B,2,0-0,Ball,Fastball,87,,,,
285,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.4,,"Jensen, C.","Walsh, J.",T9,4-10,3B,2,1-0,Strike Taken,Fastball,87,,,,
286,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.2,,"Jensen, C.","Walsh, J.",T9,4-10,3B,2,1-1,Ball,Fastball,90,,,,
287,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:15.6,,"Jensen, C.","Walsh, J.",T9,4-10,3B,2,2-1,BIP,Fastball,87,Fly Ball,Home Run,,
288,"Jensen, C. VS Kasevich, J.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Kasevich, J.",T9,6-10, - ,2,0-0,Strike Taken,Slider,78,,,,
289,"Jensen, C. VS Kasevich, J.",University of Oregon vs Stanford University,,,00:00:04.3,,"Jensen, C.","Kasevich, J.",T9,6-10, - ,2,0-1,Ball,Slider,76,,,,
290,"Jensen, C. VS Kasevich, J.",University of Oregon vs Stanford University,,,00:00:09.2,,"Jensen, C.","Kasevich, J.",T9,6-10, - ,2,1-1,BIP,Fastball,89,Ground Ball,Groundout,,
291,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Walsh, J.",T9,4-3,1B,1,0-0,Foul,Fastball,0,,,,
292,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.9,,"Jensen, C.","Walsh, J.",T9,4-3,1B,1,0-1,Foul,Fastball,0,,,,
293,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:04.9,,"Jensen, C.","Walsh, J.",T9,4-3,1B,1,0-2,Foul,Changeup,0,,,,
294,"Jensen, C. VS Walsh, J.",University of Oregon vs Stanford University,,,00:00:06.3,,"Jensen, C.","Walsh, J.",T9,4-3,1B,1,0-2,BIP,Slider,0,Fly Ball,Flyout,,
295,"Jensen, C. VS Kasevich, J.",University of Oregon vs Stanford University,,,00:00:06.3,,"Jensen, C.","Kasevich, J.",T9,4-3,1B,2,0-0,BIP,Changeup,0,Ground Ball,Groundout,,
296,"Jensen, C. VS Tarlow, G.",Cal State-Northridge vs Stanford University,,,00:00:04.6,,"Jensen, C.","Tarlow, G.",T8,0-6, - ,0,0-0,Strike Taken,Fastball,88,,,,
297,"Jensen, C. VS Tarlow, G.",Cal State-Northridge vs Stanford University,,,00:00:04.2,,"Jensen, C.","Tarlow, G.",T8,0-6, - ,0,0-1,Ball,Fastball,89,,,,
298,"Jensen, C. VS Tarlow, G.",Cal State-Northridge vs Stanford University,,,00:00:04.3,,"Jensen, C.","Tarlow, G.",T8,0-6, - ,0,1-1,Strike Taken,Slider,77,,,,
299,"Jensen, C. VS Tarlow, G.",Cal State-Northridge vs Stanford University,,,00:00:08.4,,"Jensen, C.","Tarlow, G.",T8,0-6, - ,0,1-2,BIP,Fastball,89,Ground Ball,Groundout,,
300,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.2,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,0-0,Ball,Fastball,89,,,,
301,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.3,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,1-0,Ball,Fastball,88,,,,
302,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.1,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,2-0,Ball,Fastball,88,,,,
303,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.5,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,3-0,Strike Taken,Fastball,87,,,,
304,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.8,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,3-1,Strike Swinging,Fastball,86,,,,
305,"Jensen, C. VS Barraza, N.",Cal State-Northridge vs Stanford University,,,00:00:04.4,,"Jensen, C.","Barraza, N.",T8,0-6, - ,1,3-2,Ball,Fastball,87,,,Walk,
306,"Jensen, C. VS Le, M.",Cal State-Northridge vs Stanford University,,,00:00:04.2,,"Jensen, C.","Le, M.",T8,0-6,1B,1,0-0,Foul,Fastball,87,,,,
307,"Jensen, C. VS Le, M.",Cal State-Northridge vs Stanford University,,,00:00:09.5,,"Jensen, C.","Le, M.",T8,0-6,1B,1,0-1,BIP,Curveball,73,Fly Ball,Flyout,,
308,"Jensen, C. VS Camarillo, A.",Cal State-Northridge vs Stanford University,,,00:00:04.5,,"Jensen, C.","Camarillo, A.",T8,0-6,1B,2,0-0,Ball,Fastball,87,,,Hit By Pitch,
309,"Jensen, C. VS Moody, K.",Cal State-Northridge vs Stanford University,,,00:00:13.9,,"Jensen, C.","Moody, K.",T8,0-6,1B-2B,2,0-0,BIP,Fastball,86,Line Drive,Single,,
310,"Jensen, C. VS Sojka, A.",Cal State-Northridge vs Stanford University,,,00:00:04.6,,"Jensen, C.","Sojka, A.",T8,1-6,1B-3B,2,0-0,Strike Taken,Fastball,85,,,,
311,"Jensen, C. VS Sojka, A.",Cal State-Northridge vs Stanford University,,,00:00:08.4,,"Jensen, C.","Sojka, A.",T8,1-6,1B-3B,2,0-1,BIP,Changeup,76,Line Drive,Lineout,,
312,"Jensen, C. VS Barry, L.",Stanford University vs UTSA,,,00:00:05.4,,"Jensen, C.","Barry, L.",B8,5-5, - ,0,0-0,Strike Taken,Fastball,88,,,,
313,"Jensen, C. VS Barry, L.",Stanford University vs UTSA,,,00:00:05.4,,"Jensen, C.","Barry, L.",B8,5-5, - ,0,0-1,Strike Taken,Fastball,88,,,,
314,"Jensen, C. VS Barry, L.",Stanford University vs UTSA,,,00:00:08.2,,"Jensen, C.","Barry, L.",B8,5-5, - ,0,0-2,BIP,Changeup,79,Ground Ball,Groundout,,
315,"Jensen, C. VS Tapia, J.",Stanford University vs UTSA,,,00:00:05.4,,"Jensen, C.","Tapia, J.",B8,5-5, - ,1,0-0,Ball,Slider,75,,,,
316,"Jensen, C. VS Tapia, J.",Stanford University vs UTSA,,,00:00:05.2,,"Jensen, C.","Tapia, J.",B8,5-5, - ,1,1-0,Ball,Slider,76,,,,
317,"Jensen, C. VS Tapia, J.",Stanford University vs UTSA,,,00:00:05.3,,"Jensen, C.","Tapia, J.",B8,5-5, - ,1,2-0,Ball,Fastball,88,,,,
318,"Jensen, C. VS Tapia, J.",Stanford University vs UTSA,,,00:00:05.3,,"Jensen, C.","Tapia, J.",B8,5-5, - ,1,3-0,Ball,Fastball,88,,,Walk,
319,"Jensen, C. VS Keng, C.",Stanford University vs UTSA,,,00:00:05.3,,"Jensen, C.","Keng, C.",B8,5-5,1B,1,0-0,Strike Taken,Fastball,87,,,,
320,"Jensen, C. VS Keng, C.",Stanford University vs UTSA,,,00:00:05.2,,"Jensen, C.","Keng, C.",B8,5-5,1B,1,0-1,Strike Swinging,Changeup,81,,,,
321,"Jensen, C. VS Keng, C.",Stanford University vs UTSA,,,00:00:05.2,,"Jensen, C.","Keng, C.",B8,5-5,1B,1,0-2,Ball,Changeup,81,,,,
322,"Jensen, C. VS Keng, C.",Stanford University vs UTSA,,,00:00:05.5,,"Jensen, C.","Keng, C.",B8,5-5,1B,1,1-2,Strike Taken,Fastball,86,,,Strikeout,
323,"Jensen, C. VS Bailey, I.",Stanford University vs UTSA,,,00:00:05.3,,"Jensen, C.","Bailey, I.",B8,5-5,1B,2,0-0,Ball,Slider,74,,,,
324,"Jensen, C. VS Bailey, I.",Stanford University vs UTSA,,,00:00:05.2,,"Jensen, C.","Bailey, I.",B8,5-5,1B,2,1-0,Foul,Fastball,84,,,,
325,"Jensen, C. VS Bailey, I.",Stanford University vs UTSA,,,00:00:05.8,,"Jensen, C.","Bailey, I.",B8,5-5,1B,2,1-1,Foul,Slider,74,,,,
326,"Jensen, C. VS Bailey, I.",Stanford University vs UTSA,,,00:00:08.2,,"Jensen, C.","Bailey, I.",B8,5-5,1B,2,1-2,Ball,Changeup,81,,,,
327,"Jensen, C. VS Rincones, W.",University of Louisiana at Lafayette vs Stanford University,,,00:00:04.9,,"Jensen, C.","Rincones, W.",T8,1-3, - ,0,0-0,Strike Taken,Fastball,88,,,,
328,"Jensen, C. VS Rincones, W.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.0,,"Jensen, C.","Rincones, W.",T8,1-3, - ,0,0-1,Foul,Fastball,87,,,,
329,"Jensen, C. VS Rincones, W.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.2,,"Jensen, C.","Rincones, W.",T8,1-3, - ,0,0-2,Ball,Slider,77,,,,
330,"Jensen, C. VS Rincones, W.",University of Louisiana at Lafayette vs Stanford University,,,00:00:08.9,,"Jensen, C.","Rincones, W.",T8,1-3, - ,0,1-2,BIP,Slider,75,Ground Ball,Groundout,,
331,"Jensen, C. VS Brock, J.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.1,,"Jensen, C.","Brock, J.",T8,1-3, - ,1,0-0,Ball,Slider,74,,,,
332,"Jensen, C. VS Brock, J.",University of Louisiana at Lafayette vs Stanford University,,,00:00:08.7,,"Jensen, C.","Brock, J.",T8,1-3, - ,1,1-0,BIP,Fastball,87,Line Drive,Single,,
333,"Jensen, C. VS Lada, B.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.5,,"Jensen, C.","Lada, B.",T8,1-3,1B,1,0-0,Strike Taken,Fastball,85,,,,
334,"Jensen, C. VS Lada, B.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.3,,"Jensen, C.","Lada, B.",T8,1-3,1B,1,0-1,Foul,Fastball,87,,,,
335,"Jensen, C. VS Lada, B.",University of Louisiana at Lafayette vs Stanford University,,,00:00:09.6,,"Jensen, C.","Lada, B.",T8,1-3,1B,1,0-2,BIP,Slider,74,Line Drive,Fielder's Choice - Out,,
336,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.7,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,0-0,Strike Taken,Fastball,85,,,,
337,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.2,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,0-1,Ball,Fastball,87,,,,
338,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:06.8,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,1-1,Foul Bunt,Slider,74,,,,
339,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.2,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,1-2,Ball,Fastball,84,,,,
340,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:06.1,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,2-2,Foul,Slider,76,,,,
341,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:07.6,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,2-2,Foul,Fastball,87,,,,
342,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:09.9,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,2-2,Foul,Fastball,88,,,,
343,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.4,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,2-2,Foul,Fastball,88,,,,
344,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:08.1,,"Jensen, C.","Hood, H.",T8,1-3,1B,2,2-2,Ball,Fastball,87,,,,
345,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.3,,"Jensen, C.","Hood, H.",T8,1-3,2B,2,3-2,Strike Taken,Slider,76,,,Strikeout,
346,"Jensen, C. VS Jew, M.",Santa Clara University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Jew, M.",T7,0-5, - ,0,0-0,Ball,Fastball,87,,,,
347,"Jensen, C. VS Jew, M.",Santa Clara University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Jew, M.",T7,0-5, - ,0,1-0,Strike Taken,Fastball,88,,,,
348,"Jensen, C. VS Jew, M.",Santa Clara University vs Stanford University,,,00:00:09.9,,"Jensen, C.","Jew, M.",T7,0-5, - ,0,1-1,BIP,Slider,77,Fly Ball,Flyout,,
349,"Jensen, C. VS Lance, E.",Santa Clara University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Lance, E.",T7,0-5, - ,1,0-0,Ball,Slider,76,,,,
350,"Jensen, C. VS Lance, E.",Santa Clara University vs Stanford University,,,00:00:05.8,,"Jensen, C.","Lance, E.",T7,0-5, - ,1,1-0,Strike Taken,Slider,76,,,,
351,"Jensen, C. VS Lance, E.",Santa Clara University vs Stanford University,,,00:00:08.9,,"Jensen, C.","Lance, E.",T7,0-5, - ,1,1-1,BIP,Slider,78,Ground Ball,Groundout,,
352,"Jensen, C. VS Manzo, E.",Santa Clara University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Manzo, E.",T7,0-5, - ,2,0-0,Foul,Fastball,0,,,,
353,"Jensen, C. VS Manzo, E.",Santa Clara University vs Stanford University,,,00:00:08.6,,"Jensen, C.","Manzo, E.",T7,0-5, - ,2,0-1,BIP,Fastball,0,Ground Ball,Groundout,,
354,"Jensen, C. VS Lyon, J.",Cal State Fullerton vs Stanford University,,,00:00:05.1,,"Jensen, C.","Lyon, J.",T6,1-2,2B-3B,2,0-0,Ball,Fastball,88,,,,
355,"Jensen, C. VS Lyon, J.",Cal State Fullerton vs Stanford University,,,00:00:09.1,,"Jensen, C.","Lyon, J.",T6,1-2,2B-3B,2,1-0,BIP,Slider,76,Fly Ball,Flyout,,
356,"Jensen, C. VS Urman, C.",Cal State Fullerton vs Stanford University,,,00:00:05.2,,"Jensen, C.","Urman, C.",T7,1-4, - ,0,0-0,Ball,Fastball,87,,,,
357,"Jensen, C. VS Urman, C.",Cal State Fullerton vs Stanford University,,,00:00:08.9,,"Jensen, C.","Urman, C.",T7,1-4, - ,0,1-0,BIP,Fastball,86,Fly Ball,Flyout,,
358,"Jensen, C. VS White, C.",Cal State Fullerton vs Stanford University,,,00:00:05.2,,"Jensen, C.","White, C.",T7,1-4, - ,1,0-0,Ball,Fastball,87,,,,
359,"Jensen, C. VS White, C.",Cal State Fullerton vs Stanford University,,,00:00:05.1,,"Jensen, C.","White, C.",T7,1-4, - ,1,1-0,Strike Taken,Fastball,87,,,,
360,"Jensen, C. VS White, C.",Cal State Fullerton vs Stanford University,,,00:00:05.1,,"Jensen, C.","White, C.",T7,1-4, - ,1,1-1,Ball,Changeup,80,,,,
361,"Jensen, C. VS White, C.",Cal State Fullerton vs Stanford University,,,00:00:05.3,,"Jensen, C.","White, C.",T7,1-4, - ,1,2-1,Ball,Fastball,88,,,,
362,"Jensen, C. VS White, C.",Cal State Fullerton vs Stanford University,,,00:00:08.3,,"Jensen, C.","White, C.",T7,1-4, - ,1,3-1,BIP,Fastball,85,Fly Ball,Flyout,,
363,"Jensen, C. VS Navyac, J.",Cal State Fullerton vs Stanford University,,,00:00:07.9,,"Jensen, C.","Navyac, J.",T7,1-4, - ,2,0-0,BIP,Fastball,86,Fly Ball,Flyout,,
364,"Jensen, C. VS Kokoska, Z.",Kansas State University vs Stanford University,,,00:00:05.8,,"Jensen, C.","Kokoska, Z.",T6,2-1,1B,0,0-0,Strike Taken,Fastball,87,,,,
365,"Jensen, C. VS Kokoska, Z.",Kansas State University vs Stanford University,,,00:00:10.8,,"Jensen, C.","Kokoska, Z.",T6,2-1,1B,0,0-1,Ball,Fastball,87,,,,
366,"Jensen, C. VS Kokoska, Z.",Kansas State University vs Stanford University,,,00:00:05.8,,"Jensen, C.","Kokoska, Z.",T6,2-1,3B,0,1-1,Ball,Changeup,82,,,,
367,"Jensen, C. VS Kokoska, Z.",Kansas State University vs Stanford University,,,00:00:15.6,,"Jensen, C.","Kokoska, Z.",T6,2-1,3B,0,2-1,BIP,Fastball,87,Line Drive,Triple,,
368,"Jensen, C. VS Spurlin, T.",Kansas State University vs Stanford University,,,00:00:06.2,,"Jensen, C.","Spurlin, T.",T6,3-1,3B,0,0-0,Ball,Slider,77,,,,
369,"Jensen, C. VS Spurlin, T.",Kansas State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Spurlin, T.",T6,3-1,3B,0,1-0,Strike Taken,Slider,77,,,,
370,"Jensen, C. VS Spurlin, T.",Kansas State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Spurlin, T.",T6,3-1,3B,0,1-1,Strike Swinging,Fastball,88,,,,
371,"Jensen, C. VS Spurlin, T.",Kansas State University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Spurlin, T.",T6,3-1,3B,0,1-2,Foul,Changeup,82,,,,
372,"Jensen, C. VS Spurlin, T.",Kansas State University vs Stanford University,,,00:00:09.3,,"Jensen, C.","Spurlin, T.",T6,3-1,3B,0,1-2,BIP,Changeup,81,Ground Ball,Field Error,,
373,"Jensen, C. VS Phillips, D.",Kansas State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Phillips, D.",T6,4-1,1B,0,0-0,Ball,Fastball,87,,,,
374,"Jensen, C. VS Phillips, D.",Kansas State University vs Stanford University,,,00:00:05.8,,"Jensen, C.","Phillips, D.",T6,4-1,1B,0,1-0,Ball,Changeup,81,,,,
375,"Jensen, C. VS Phillips, D.",Kansas State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Phillips, D.",T6,4-1,1B,0,2-0,Strike Taken,Fastball,88,,,,
376,"Jensen, C. VS Phillips, D.",Kansas State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Phillips, D.",T6,4-1,1B,0,2-1,Foul,Fastball,89,,,,
377,"Jensen, C. VS Phillips, D.",Kansas State University vs Stanford University,,,00:00:09.7,,"Jensen, C.","Phillips, D.",T6,4-1,1B,0,2-2,BIP,Changeup,81,Fly Ball,Flyout,,
378,"Jensen, C. VS Ceballos, C.",Kansas State University vs Stanford University,,,00:00:05.7,,"Jensen, C.","Ceballos, C.",T6,4-1,1B,1,0-0,Ball,Slider,77,,,,
379,"Jensen, C. VS Ceballos, C.",Kansas State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Ceballos, C.",T6,4-1,1B,1,1-0,Ball,Slider,76,,,,
380,"Jensen, C. VS Ceballos, C.",Kansas State University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Ceballos, C.",T6,4-1,1B,1,2-0,Ball,Slider,75,,,,
381,"Jensen, C. VS Ceballos, C.",Kansas State University vs Stanford University,,,00:00:05.6,,"Jensen, C.","Ceballos, C.",T6,4-1,1B,1,3-0,Ball,Fastball,88,,,Walk,
382,"Jensen, C. VS Nwogu, J.",University of Michigan vs Stanford University,,,00:00:05.1,,"Jensen, C.","Nwogu, J.",T3,0-0, - ,0,0-0,Ball,Fastball,87,,,,
383,"Jensen, C. VS Nwogu, J.",University of Michigan vs Stanford University,,,00:00:09.2,,"Jensen, C.","Nwogu, J.",T3,0-0, - ,0,1-0,BIP,Fastball,88,Ground Ball,Single,,
384,"Jensen, C. VS Clementi, D.",University of Michigan vs Stanford University,,,00:00:05.8,,"Jensen, C.","Clementi, D.",T3,0-0,1B,0,0-0,Ball,Fastball,87,,,,
385,"Jensen, C. VS Clementi, D.",University of Michigan vs Stanford University,,,00:00:10.5,,"Jensen, C.","Clementi, D.",T3,0-0,1B,0,1-0,BIP,Fastball,88,Line Drive,Single,,
386,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:09.9,,"Jensen, C.","Blomgren, J.",T3,0-0,1B-2B,0,0-0,Ball,Slider,79,,,,
387,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:05.2,,"Jensen, C.","Blomgren, J.",T3,0-0,2B-3B,0,1-0,Ball,Fastball,87,,,,
388,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:05.5,,"Jensen, C.","Blomgren, J.",T3,0-0,2B-3B,0,2-0,Strike Swinging,Changeup,82,,,,
389,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:05.9,,"Jensen, C.","Blomgren, J.",T3,0-0,2B-3B,0,2-1,Strike Swinging,Changeup,82,,,,
390,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:08.2,,"Jensen, C.","Blomgren, J.",T3,0-0,2B-3B,0,2-2,Foul,Changeup,81,,,,
391,"Jensen, C. VS Blomgren, J.",University of Michigan vs Stanford University,,,00:00:10.9,,"Jensen, C.","Blomgren, J.",T3,0-0,2B-3B,0,2-2,BIP,Changeup,80,Ground Ball,Groundout,,
392,"Jensen, C. VS Donovan, J.",University of Michigan vs Stanford University,,,00:00:05.3,,"Jensen, C.","Donovan, J.",T3,1-0,3B,1,0-0,Ball,Fastball,87,,,,
393,"Jensen, C. VS Donovan, J.",University of Michigan vs Stanford University,,,00:00:05.9,,"Jensen, C.","Donovan, J.",T3,1-0,3B,1,1-0,Strike Swinging,Changeup,82,,,,
394,"Jensen, C. VS Donovan, J.",University of Michigan vs Stanford University,,,00:00:05.4,,"Jensen, C.","Donovan, J.",T3,1-0,3B,1,1-1,Ball,Fastball,86,,,,
395,"Jensen, C. VS Donovan, J.",University of Michigan vs Stanford University,,,00:00:14.6,,"Jensen, C.","Donovan, J.",T3,1-0,3B,1,2-1,BIP,Changeup,82,Line Drive,Double,,
396,"Jensen, C. VS Bertram, R.",University of Michigan vs Stanford University,,,00:00:05.5,,"Jensen, C.","Bertram, R.",T3,2-0,2B,1,0-0,Ball,Fastball,85,,,,
397,"Jensen, C. VS Bertram, R.",University of Michigan vs Stanford University,,,00:00:05.4,,"Jensen, C.","Bertram, R.",T3,2-0,2B,1,1-0,Strike Taken,Curveball,75,,,,
398,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,0-0,Ball,Fastball,90,,,,
399,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,1-0,Strike Taken,Fastball,89,,,,
400,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,1-1,Ball,Fastball,90,,,,
401,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,2-1,Foul,Fastball,90,,,,
402,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:05.7,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,2-2,Ball,Slider,77,,,,
403,"Jensen, C. VS Weaver, J.",Grand Canyon University vs Stanford University,,,00:00:10.9,,"Jensen, C.","Weaver, J.",T18,2-2, - ,0,3-2,BIP,Fastball,90,Ground Ball,Field Error,,
404,"Jensen, C. VS Ortiz, C.",Grand Canyon University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Ortiz, C.",T18,2-2,1B,0,0-0,Ball,Fastball,88,,,,
405,"Jensen, C. VS Ortiz, C.",Grand Canyon University vs Stanford University,,,00:00:05.6,,"Jensen, C.","Ortiz, C.",T18,2-2,1B,0,1-0,Ball,Fastball,87,,,,
406,"Jensen, C. VS Ortiz, C.",Grand Canyon University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Ortiz, C.",T18,2-2,1B,0,2-0,Strike Taken,Fastball,87,,,,
407,"Jensen, C. VS Ortiz, C.",Grand Canyon University vs Stanford University,,,00:00:09.9,,"Jensen, C.","Ortiz, C.",T18,2-2,1B,0,2-1,BIP,Fastball,87,Bunt Ground Ball,Sacrifice Bunt,,
408,"Jensen, C. VS Smith, D.",Grand Canyon University vs Stanford University,,,00:00:05.9,,"Jensen, C.","Smith, D.",T18,2-2,1B-2B,1,0-0,Ball,Slider,76,,,Hit By Pitch,
409,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,0-0,Ball,Fastball,87,,,,
410,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,1-0,Strike Taken,Fastball,87,,,,
411,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,1-1,Ball,Fastball,85,,,,
412,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,2-1,Strike Swinging,Fastball,87,,,,
413,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,2-2,Ball,Changeup,82,,,,
414,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,3-2,Foul,Fastball,87,,,,
415,"Jensen, C. VS Burton, B.",Grand Canyon University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Burton, B.",T18,2-2,1B-2B-3B,1,3-2,Ball,Fastball,87,,,Walk,
416,"Jensen, C. VS Gawelko, N.",Grand Canyon University vs Stanford University,,,00:00:05.4,,"Jensen, C.","Gawelko, N.",T18,3-2,1B-2B-3B,1,0-0,Ball,Fastball,85,,,,
417,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.7,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,0-0,Strike Swinging,Fastball,88,,,,
418,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.2,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,0-1,Ball,Changeup,82,,,,
419,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.0,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,1-1,Ball,Fastball,90,,,,
420,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.7,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,2-1,Strike Swinging,Fastball,89,,,,
421,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.3,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,2-2,Foul,Fastball,89,,,,
422,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:04.9,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,2-2,Ball,Fastball,90,,,,
423,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.3,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,3-2,Foul,Fastball,90,,,,
424,"Jensen, C. VS Baker, D.",Stanford University vs University of California,,,00:00:05.3,,"Jensen, C.","Baker, D.",B7,3-1,1B-2B-3B,1,3-2,Ball,Fastball,89,,,Walk,
